drug	target	relation
DB12010	PRKG2	-1
DB00571	ADRB1	-1
DB03756	RXRG	1
DB01283	PTGS2	-1
DB09085	SCN1A	-1
DB00622	CHRM2	-1
DB01359	HTR1B	-1
DB00366	CHRM1	-1
DB06207	ADRA1B	-1
DB11626	TNFRSF1B	1
DB01427	PDE3B	-1
DB01365	ADRA1A	1
DB00435	GUCY1A2	1
DB00697	ADRA1B	1
DB13961	CACNA1S	-1
DB01151	CHRM1	-1
DB04854	XDH	-1
DB00246	HTR7	-1
DB04839	AR	-1
DB00619	PDGFRB	-1
DB09167	CHRM4	-1
DB01403	ADRA2A	-1
DB01075	CHRM2	-1
DB06787	CHRM4	-1
DB11834	IL23A	-1
DB00477	ADRA2C	-1
DB01189	GABRD	1
DB11278	ADRA2C	1
DB09568	LPL	1
DB00054	ITGB3	-1
DB00514	OPRM1	1
DB06725	PTGS2	-1
DB00288	ANXA1	1
DB00661	ADRA1B	-1
DB09061	TRPA1	1
DB00421	CACNB4	-1
DB01618	DRD2	-1
DB00044	LHCGR	1
DB01215	GABRD	1
DB01200	ADRA1A	-1
DB12010	TEC	-1
DB00814	PTGS2	-1
DB11124	ADRB3	1
DB00458	ADRA1B	-1
DB06262	ADRB1	1
DB01251	KCNJ8	-1
DB13932	RPE65	-1
DB00849	CHRNA4	-1
DB01221	SLC6A2	-1
DB05246	CACNA1G	-1
DB00674	CHRNA2	1
DB00594	SCNN1A	-1
DB00449	ADRA1A	1
DB00418	GABRA2	1
DB00775	ITGB3	-1
DB00599	GRIK2	-1
DB01351	GABRA1	1
DB06216	ADRB1	-1
DB00472	CHRNB4	-1
DB01587	GABRA1	1
DB12010	CAMK2G	-1
DB00231	GABRA2	1
DB01169	IKBKB	1
DB12141	HTR1F	-1
DB00540	ADRA2B	-1
DB01956	GABRB3	1
DB00201	PDE7B	-1
DB13345	ADRB3	-1
DB00575	ADRA2B	1
DB01406	GNRHR	-1
DB13952	ESR2	1
DB00899	OPRD1	1
DB00706	ADRA1B	-1
DB00723	ADRA1A	1
DB00643	TUBA1A	-1
DB01016	KCNJ8	-1
DB00550	TPO	-1
DB09195	HTR2C	-1
DB00728	HTR3A	-1
DB09079	LYN	-1
DB11633	KCNQ1	-1
DB00715	ADRB3	-1
DB01708	GRIN2B	1
DB12010	EPHA7	-1
DB01401	PTGS1	-1
DB00717	PGR	1
DB00217	ADRB3	-1
DB00153	CACNA1G	1
DB00945	CASP3	-1
DB01626	MAOB	-1
DB00852	ADRB2	1
DB09089	CACNA1D	-1
DB00933	DRD2	-1
DB11823	BDNF	1
DB09076	CHRM5	-1
DB00193	GRIN1	-1
DB01179	TUBA4A	-1
DB06176	HDAC4	-1
DB00825	TRPV3	1
DB11793	PARP1	-1
DB10772	FGFR2	1
DB00228	GABRB3	1
DB00374	P2RY12	1
DB00780	AOC3	-1
DB12010	JAK2	-1
DB00376	CHRM3	-1
DB15593	DMD	1
DB00831	CALM1	-1
DB00202	CHRM1	1
DB01142	ADRA1A	-1
DB01063	DRD1	-1
DB04846	ADRB1	-1
DB09238	CACNA1F	-1
DB01192	OPRD1	-1
DB00934	CHRM4	-1
DB00903	GSTP1	-1
DB11079	PTGS2	-1
DB00985	HRH1	-1
DB00714	ADRA2A	1
DB00829	GABRA2	1
DB12010	MAPKAPK5	-1
DB09068	HTR7	-1
DB00363	ADRA2C	-1
DB01156	CHRNA3	-1
DB01237	HRH1	-1
DB11186	SCN2A	-1
DB00690	GABRB3	1
DB00675	PRKCB	-1
DB00563	TYMS	-1
DB00434	CHRM2	-1
DB00952	HTR1D	1
DB00436	CA2	-1
DB09078	FLT1	-1
DB00696	ADRA2A	1
DB01198	GABRA1	1
DB11235	CHRM2	-1
DB12010	DDR2	-1
DB01282	OXTR	1
DB00201	ATM	-1
DB01624	DRD1	-1
DB00153	CACNA2D3	1
DB00945	PRKAA1	1
DB00035	AVPR2	1
DB01062	CHRM1	-1
DB13985	SSTR2	1
DB00852	TNF	-1
DB00949	GRIN2A	-1
DB00741	ANXA1	1
DB11855	CHRM2	-1
DB00644	GNRHR	1
DB00193	GRIN2C	-1
DB00825	CACNA1D	-1
DB00794	GABRB1	1
DB10772	TGFB1	1
DB00391	CA2	-1
DB00780	GPT2	-1
DB12010	KIT	-1
DB00393	CACNA1C	-1
DB00031	PLG	1
DB00411	CHRNA2	1
DB00218	TOP2A	-1
DB00834	PGR	-1
DB01222	NR3C1	-1
DB01159	MT-ND1	-1
DB01224	ADRA1D	-1
DB08901	RET	-1
DB01014	PTGS2	-1
DB12267	ERBB2	-1
DB00273	CA2	-1
DB06153	HRH1	-1
DB00043	MS4A2	-1
DB00874	GRIN2A	-1
DB13746	CACNG3	1
DB00422	SLC6A2	-1
DB00812	PTGS1	-1
DB12010	PAK2	-1
DB00555	ADRA2A	-1
DB02638	AVPR1A	1
DB11275	DRD2	1
DB00589	HTR1D	1
DB08862	CCKAR	1
DB00412	ACSL4	-1
DB11572	FGG	1
DB00219	CHRM1	-1
DB00284	GAA	-1
DB06148	SLC6A4	-1
DB00210	RARB	1
DB06779	TFPI	-1
DB00243	CACNA1C	-1
DB00568	CACNA1G	-1
DB00182	ADRB3	1
DB01021	ATP1A1	-1
DB11273	HTR3C	-1
DB12010	ROS1	-1
DB00603	GABRA2	-1
DB08910	CRBN	-1
DB13751	TNF	-1
DB00800	ADRA1D	-1
DB00703	CA2	-1
DB00398	FLT3	-1
DB09351	ADRB1	-1
DB06791	SSTR5	1
DB00514	GRIN3A	-1
DB13955	ESR2	1
DB00191	MAOA	-1
DB02546	HDAC6	-1
DB00421	CACNA1C	-1
DB00843	GRIN1	-1
DB01200	HTR2B	1
DB04855	THRA	-1
DB12010	ABL1	-1
DB00749	PTGS2	-1
DB11124	ADRA1B	1
DB00458	CHRM1	-1
DB01219	RYR1	-1
DB01221	HTR2B	-1
DB12278	CHRM3	-1
DB00721	MAOA	-1
DB00610	ADRA1A	1
DB00418	GRIN1	-1
DB00872	AVPR2	-1
DB09242	ADRA2A	1
DB00420	CHRM4	-1
DB01118	ADRB1	-1
DB01351	GRIK2	-1
DB01656	PDE4D	-1
DB12010	CLK1	-1
DB00231	GABRG2	1
DB06016	DRD3	1
DB12141	HTR4	-1
DB00572	CHRM2	-1
DB00201	PDE8B	-1
DB00153	VDR	1
DB13345	DRD2	-1
DB00704	SIGMAR1	-1
DB13146	GRIA3	-1
DB00836	CACNA1A	-1
DB08868	S1PR5	1
DB00869	CA1	-1
DB00659	GRM5	-1
DB04896	GRIN1	-1
DB11823	GRIN2A	-1
DB00628	GABRB1	1
DB00193	OPRK1	1
DB01115	CACNA1D	-1
DB13151	F8	1
DB00776	SCN1B	-1
DB00228	GABRA1	1
DB12010	IKBKB	-1
DB00344	SLC6A2	-1
DB00346	ADRA1A	-1
DB01043	GRIN2A	-1
DB01174	CHRNA4	-1
DB01143	ENPP1	1
DB06271	SERPIND1	1
DB00273	SCN1A	-1
DB01017	CASP1	-1
DB12688	EEF2	-1
DB09129	INSR	1
DB00747	SI	-1
DB00829	GABRD	1
DB08799	HRH1	-1
DB12010	MKNK2	-1
DB00523	RARB	1
DB01090	CHRNB4	-1
DB00557	HRH1	-1
DB00379	SCN5A	-1
DB11071	PTGS1	-1
DB01238	HTR2B	-1
DB01175	HRH1	-1
DB01049	HTR2C	-1
DB00289	KCNJ3	-1
DB01196	MAP2	-1
DB06439	LPL	-1
DB01035	SCN5A	-1
DB05541	SCN3A	-1
DB00502	DRD2	-1
DB09481	GRIN2D	-1
DB00956	OPRD1	1
DB12010	PLK3	-1
DB00248	DRD3	1
DB01250	TPMT	-1
DB08896	ABL1	-1
DB00590	ADRA1D	-1
DB00315	HTR1A	1
DB08804	AR	1
DB00333	OPRM1	1
DB00334	HTR1B	-1
DB06148	ADRA2B	-1
DB01595	GABRG2	1
DB01392	HTR1D	-1
DB06151	IKBKB	-1
DB00338	AHR	1
DB00226	SLC6A2	1
DB01600	PTGS2	-1
DB00243	CACNB3	-1
DB01165	TOP2A	-1
DB06780	NR3C2	1
DB11730	CDK4	-1
DB01119	KCNJ11	1
DB00198	NEU1	-1
DB11273	ADRB1	-1
DB12010	SLK	-1
DB00312	CHRNA4	-1
DB13783	PTGS2	-1
DB00880	CA2	-1
DB04890	HRH1	-1
DB00752	MAOA	-1
DB01591	CHRM1	-1
DB06288	HTR7	-1
DB01125	GGCX	-1
DB00381	CACNA2D3	-1
DB01544	GABRG2	1
DB09237	CACNA1C	-1
DB15035	TEC	-1
DB00480	CDH5	-1
DB00159	PTGS2	-1
DB06814	ADRB2	1
DB00517	CHRM2	-1
DB09043	GLP1R	1
DB00421	CACNG3	-1
DB13961	PPARA	1
DB01183	ESR1	-1
DB05219	PDE4D	-1
DB00310	CA1	-1
DB01168	MAOB	-1
DB04855	CACNB4	-1
DB11994	CYP2D6	-1
DB00668	ADRA1D	-1
DB04946	DRD3	-1
DB00328	AKR1C3	-1
DB01589	GABRD	1
DB14185	HRH1	-1
DB11817	JAK2	-1
DB00543	SLC6A4	-1
DB00640	ADORA2B	1
DB00384	SCNN1A	-1
DB00726	HTR2C	-1
DB09061	CYP1B1	-1
DB06216	HTR1B	-1
DB12010	ACVR1	-1
DB00942	CHRM1	-1
DB11619	GNRHR	-1
DB06595	PDGFRB	-1
DB13345	HTR1B	-1
DB01221	HTR3A	1
DB00819	CA4	-1
DB00675	ESR1	-1
DB00434	HRH1	-1
DB00420	HRH1	-1
DB08889	PSMB9	-1
DB00696	DRD2	1
DB01166	PDE3A	-1
DB00683	GABRA2	1
DB01708	GABRA2	-1
DB12010	DAPK1	-1
DB01233	DRD2	-1
DB00588	NR3C1	1
DB00201	PIK3CB	-1
DB00153	CACNG7	1
DB00929	PTGER1	1
DB01028	GLRA1	1
DB13146	GRIN1	-1
DB00788	PTGS1	-1
DB00805	DRD1	1
DB11577	ADRA1B	1
DB00596	NR3C1	1
DB01050	GP1BA	1
DB00711	PTGS1	-1
DB11081	GLUD1	-1
DB00777	CHRM5	-1
DB09228	PLAT	-1
DB12010	FLT3	-1
DB00295	LY96	1
DB06822	SERPINC1	1
DB13074	GHSR	1
DB00734	DRD1	-1
DB00313	SCN5A	-1
DB09036	IL6	-1
DB06809	CXCR4	-1
DB00964	ADRA2A	1
DB01064	PIK3R2	1
DB00822	DBH	-1
DB05381	HRH1	1
DB12783	DDC	-1
DB01346	SCN5A	-1
DB06650	MS4A1	-1
DB05015	HDAC6	-1
DB00842	GABRA2	1
DB00244	CHUK	-1
DB00569	SERPINC1	1
DB12010	MAP3K12	-1
DB00065	TNF	-1
DB00991	PTGS1	-1
DB00363	DRD1	-1
DB01174	GRIN2D	-1
DB01224	HRH1	-1
DB08901	ABL1	-1
DB00998	HTR1D	1
DB00273	GRIK3	-1
DB06153	HTR1A	-1
DB13746	SCN9A	1
DB00373	ADRB2	-1
DB09213	CFTR	-1
DB00796	AGTR1	-1
DB00861	PTGS2	-1
DB12010	NTRK2	-1
DB00555	ADORA1	-1
DB00184	CHRNA3	1
DB01154	KCNJ11	-1
DB00589	DRD1	-1
DB00396	AR	1
DB01236	GABRB3	1
DB11572	F13B	1
DB00575	ADRA1B	1
DB00915	CHRNA7	-1
DB06404	C1R	-1
DB00755	RXRB	1
DB00740	SCN5A	-1
DB00659	GABRA2	1
DB09472	CA1	-1
DB00548	AKR1D1	-1
DB01016	TRPM4	-1
DB00598	ADRA1A	-1
DB09195	ADRA1D	-1
DB09128	HTR1A	1
DB00245	SLC6A3	-1
DB01708	GRIN3A	1
DB12010	EPHB2	-1
DB00247	HTR2C	-1
DB01419	PTGS2	-1
DB00734	HTR2A	-1
DB00233	ALOX5	-1
DB00769	NR3C1	1
DB01126	SRD5A2	-1
DB00019	CSF3R	1
DB00854	OPRD1	1
DB05381	HRH4	1
DB00241	CHRNA7	-1
DB01394	TUBB	-1
DB06711	ADRA2A	1
DB00889	HTR3A	-1
DB05015	HDAC9	-1
DB11859	GABRB1	1
DB00276	TOP2A	-1
DB12010	MAP3K3	-1
DB00425	GABRA2	1
DB01744	TRPV1	1
DB01023	CACNA1C	-1
DB00363	HTR1A	-1
DB01076	DPP4	-1
DB01238	HTR6	-1
DB00237	GABRD	1
DB01159	GABRG2	1
DB01273	CHRNB2	1
DB09074	PARP1	-1
DB01081	OPRD1	1
DB01049	HTR1B	-1
DB00289	GRIN2A	-1
DB06274	OPRM1	-1
DB00970	TOP2B	-1
DB09343	TYMP	-1
DB00924	HTR7	-1
DB08815	ADRA2C	-1
DB00909	CA1	-1
DB12010	PIP4K2C	-1
DB00216	HTR7	1
DB08896	DDR2	-1
DB00946	VKORC1	-1
DB09054	PIK3CD	-1
DB00333	CHRNA7	1
DB08916	ERBB4	-1
DB00318	OPRK1	1
DB01612	NPR1	1
DB11300	FGA	1
DB01275	P4HA1	-1
DB00370	ADRA1D	-1
DB00290	LIG1	-1
DB01229	TUBB1	-1
DB01151	HTR2A	-1
DB00246	HTR1A	1
DB01104	SLC6A3	-1
DB00619	KIT	-1
DB00312	GABRB1	1
DB01403	CHRM2	-1
DB00785	CHRM4	-1
DB00514	RAC2	-1
DB00368	ADRB1	1
DB00353	DRD1	-1
DB14583	PGR	1
DB00726	HTR2A	1
DB09061	PTGS2	-1
DB00469	PTGS1	-1
DB00907	CHRM1	-1
DB06589	FGFR3	-1
DB05311	KLKB1	-1
DB12010	TXK	-1
DB00082	GHR	-1
DB00894	CYP19A1	-1
DB11274	DRD3	1
DB00490	HTR1A	1
DB01284	MC2R	-1
DB06202	CNR2	-1
DB13999	LRP1	1
DB12978	KIT	-1
DB01288	ADRB3	1
DB00835	CHRM3	-1
DB11186	OPRK1	1
DB00675	PRKCQ	-1
DB09256	TYMS	-1
DB00968	DDC	-1
DB10770	TGFBR2	1
DB00484	ADRA2A	1
DB09078	FGFR3	-1
DB00696	HTR1A	1
DB09079	FLT4	-1
DB01214	ADRB2	-1
DB00181	GABBR1	1
DB01399	PTGS1	-1
DB11311	FGB	-1
DB12010	EIF2AK2	-1
DB00652	OPRM1	-1
DB01624	HTR2A	-1
DB00153	CACNA1S	1
DB00945	PRKAG2	1
DB01110	NOS3	-1
DB00852	ATF4	-1
DB09089	KCNMA1	-1
DB01013	NR3C1	1
DB00790	SFRP4	-1
DB00725	CHRM1	-1
DB00193	ADRA2A	1
DB01227	CHRNA3	-1
DB06410	VDR	-1
DB00825	CACNB3	-1
DB12500	JAK2	-1
DB00228	GLRA1	1
DB12010	LRRK2	-1
DB00393	CACNB2	-1
DB00927	HRH2	-1
DB00443	NR3C1	1
DB00298	ADRA1A	-1
DB00850	CALM1	-1
DB00188	PSMB1	-1
DB01238	ADRA1A	-1
DB00221	ADRB1	1
DB01159	GABRA2	1
DB09460	CA2	-1
DB08901	FGFR3	-1
DB01049	DRD4	-1
DB00273	CACNA1D	-1
DB01068	GABRG2	1
DB06153	ADRA2B	-1
DB00454	GRIN2A	-1
DB00876	AGTR1	-1
DB12010	PDGFRA	-1
DB00555	GABRA1	-1
DB00184	CHAT	-1
DB08862	CCKBR	1
DB00268	DRD3	1
DB00334	DRD4	-1
DB01146	HRH1	-1
DB01277	IGF1R	1
DB00243	SCN2A	-1
DB01085	CHRM1	1
DB06154	HBB	1
DB00182	SLC6A3	-1
DB00925	ADRA1D	-1
DB09555	HRH1	-1
DB12010	PRKD1	-1
DB00555	HTR3A	-1
DB03756	RXRB	1
DB09085	RYR2	1
DB00622	CHRM1	-1
DB01010	BCHE	-1
DB01359	HTR1A	-1
DB00366	HRH1	-1
DB13954	ESR2	1
DB00367	PGR	1
DB06207	ADRA1A	-1
DB11626	TNFRSF1A	1
DB01427	TNF	-1
DB01245	ACHE	-1
DB00697	ADRA1A	1
DB13961	CACNA1F	-1
DB01151	ADRA1D	-1
DB00246	HTR6	-1
DB01136	ADRA1A	-1
DB11732	HTR1F	1
DB00619	ABL1	-1
DB09167	CHRM3	-1
DB00312	GABRG2	1
DB01403	ADRA1D	-1
DB01075	HRH1	-1
DB06787	CHRM3	-1
DB00477	ADRA2B	-1
DB01189	GABRB3	1
DB11278	ADRA2B	1
DB09568	ELOVL4	1
DB00038	IL11RA	1
DB00514	CHRNA7	-1
DB06725	PTGS1	-1
DB00288	NR3C1	1
DB01580	ADRB2	-1
DB00661	ADRA1A	-1
DB00421	CACNB3	-1
DB01583	THRB	1
DB01215	GABRB3	1
DB01200	DRD1	1
DB12010	STK3	-1
DB11124	ADRA1D	-1
DB00458	HTR2C	-1
DB06262	ADRA2C	1
DB00015	PLG	1
DB01251	ABCC8	-1
DB00543	ADRA1D	-1
DB00674	CHRNE	1
DB00562	CA12	-1
DB00433	ADRA2C	-1
DB00418	GABRA1	1
DB00775	ITGA2B	-1
DB00599	GRIA2	-1
DB01054	CACNB2	-1
DB01303	HDAC2	1
DB06216	HRH2	-1
DB00472	CHRNA3	-1
DB06217	SCN5A	-1
DB12010	CAMK2D	-1
DB01137	TOP2A	-1
DB12141	HTR1E	-1
DB00540	ADRA2A	-1
DB00201	PDE4D	-1
DB06616	CAMK2G	-1
DB13345	ADRB2	-1
DB00575	ADRA2A	1
DB01406	PGR	1
DB13952	ESR1	1
DB00899	OPRM1	1
DB00706	ADRA1D	-1
DB00707	FCGR1A	-1
DB00482	CA2	-1
DB10770	TNF	1
DB09195	HTR2A	-1
DB00728	CHRM2	-1
DB09079	LCK	-1
DB01370	KLK1	-1
DB11633	KCNJ11	-1
DB00715	ADRB2	-1
DB01708	GRIN2A	1
DB12010	EPHA6	-1
DB01353	GRIK2	-1
DB00217	ADRB2	-1
DB00153	CACNA1E	1
DB00945	CASP1	-1
DB00753	GRIA1	-1
DB00852	SLC6A4	-1
DB09089	CACNA1C	-1
DB00933	HTR2A	-1
DB11823	EEF2	-1
DB09076	CHRM4	-1
DB00193	TRPV1	1
DB01179	TOP2A	-1
DB06176	HDAC2	-1
DB00825	TRPA1	1
DB11761	SLC9A3	-1
DB10772	IFNG	1
DB00374	PPARD	1
DB00780	MAOB	-1
DB12010	ITK	-1
DB00376	CHRM2	-1
DB00831	ADRA1A	-1
DB00202	CHRNA7	1
DB09118	GABRD	1
DB00068	IFNAR2	1
DB00802	OPRM1	1
DB01142	CHRM5	-1
DB01063	DRD2	-1
DB09238	CACNA1D	-1
DB01192	OPRM1	1
DB00934	CHRM3	-1
DB13872	GABRG2	1
DB11079	PTGS1	-1
DB00292	GABRD	1
DB00714	HTR2B	1
DB00829	GABRA1	1
DB12010	MAPK9	-1
DB09068	HTR3A	-1
DB00363	ADRA2B	-1
DB01156	SLC6A2	-1
DB00898	GLRA1	1
DB00252	CACNA1D	-1
DB01238	HTR1B	-1
DB00237	GABRB1	1
DB01159	GABRD	1
DB11130	OPRK1	1
DB01273	CHRNA7	1
DB08918	SLC6A2	-1
DB01049	ADRB2	-1
DB13873	PPARA	1
DB00289	SLC6A2	-1
DB01100	CALM1	-1
DB00938	ADRB1	1
DB00454	OPRM1	1
DB00924	HTR6	-1
DB08815	HTR2A	-1
DB00909	CACNA1G	-1
DB12010	PIK3CG	-1
DB00555	GABRB3	-1
DB00216	HTR1A	1
DB00605	PPARD	-1
DB08896	FGFR1	-1
DB00509	THRB	1
DB01338	CHRM3	-1
DB00688	IMPDH1	-1
DB14723	NTRK1	-1
DB01028	GABRA2	1
DB13146	GRIN2C	-1
DB00804	CHRM2	-1
DB00659	GRIN2A	-1
DB11577	ADRA2B	1
DB00628	GABRA1	1
DB01067	PPARG	1
DB00776	SCN1A	-1
DB00777	CHRM1	-1
DB00293	TYMS	-1
DB00715	CHRM1	-1
DB12010	FYN	-1
DB00783	ESR1	1
DB00313	SCN1B	-1
DB00818	SCN2A	-1
DB01142	ADRA1D	-1
DB04846	ADRB3	1
DB01224	HTR2A	-1
DB00934	ADRA1A	-1
DB13872	GABRA1	1
DB00935	ADRA2A	1
DB11133	PPARA	1
DB00058	ELANE	-1
DB01001	ADRB1	1
DB00292	GABRG2	1
DB09029	IL17A	-1
DB00714	HTR1D	1
DB12010	MARK2	-1
DB00489	ADRB2	-1
DB09068	HTR1A	1
DB00508	DRD2	-1
DB00363	CHRM2	-1
DB09300	CHRM3	-1
DB00317	EGFR	-1
DB01175	DRD2	-1
DB01409	CHRM1	-1
DB01225	SERPINC1	1
DB01098	ITGAL	-1
DB05578	KDR	-1
DB00321	ADRA1A	-1
DB00211	ADRA1B	1
DB01069	CHRM5	-1
DB11254	TGM2	-1
DB00988	DRD4	1
DB00925	ADRA2A	-1
DB09345	SCN1A	-1
DB12010	PRKACB	-1
DB00555	CHRM1	-1
DB00248	HTR1B	1
DB01267	HTR2C	-1
DB09016	HTR2A	-1
DB00622	CACNA1D	-1
DB00445	TOP2A	-1
DB09236	CACNB2	-1
DB00349	GABRG2	1
DB01544	GABRA2	1
DB01577	ADRA2B	1
DB14500	ATP1A1	1
DB00432	TYMS	-1
DB11986	NTRK3	-1
DB01393	PPARA	1
DB06694	ADRA1B	1
DB00483	ACHE	-1
DB00421	CYP11B2	-1
DB00795	CHUK	-1
DB00246	CHRM3	-1
DB01136	ADRA2B	-1
DB04855	CACNA1C	-1
DB11994	CYP1A2	-1
DB14012	FGF23	-1
DB00651	PDE7B	-1
DB09167	SLC6A4	-1
DB00543	HTR6	-1
DB00656	ADRA2A	-1
DB00433	DRD2	-1
DB00041	IL2RA	1
DB00404	GABRB3	1
DB00599	GABRA2	1
DB01036	CHRM3	-1
DB01247	MAOA	-1
DB06216	DRD4	-1
DB00424	CHRM3	-1
DB12010	BRAF	-1
DB01073	POLA1	-1
DB11995	ABCG2	-1
DB00540	CHRM2	-1
DB01956	GABRA1	1
DB06702	CHRM2	-1
DB01404	PTGS2	-1
DB00050	GNRHR	-1
DB13345	HTR3C	-1
DB00623	DRD2	-1
DB06403	EDNRB	-1
DB00963	PTGS2	-1
DB00772	BCHE	-1
DB00659	GABRB1	1
DB11327	NOS2	-1
DB00564	SCN3A	-1
DB01050	PTGS2	-1
DB09195	SLC6A4	-1
DB00777	HTR2C	-1
DB09212	PTGS2	-1
DB00277	ADORA1	-1
DB12941	AR	-1
DB12010	ERN1	-1
DB01452	OPRD1	1
DB06612	IL5	-1
DB00734	ADRA1B	-1
DB00945	CCND1	-1
DB08822	AGTR1	-1
DB01142	SLC6A4	-1
DB09105	S1PR1	1
DB01144	CA1	-1
DB13269	SCN2A	-1
DB00855	ALAD	1
DB09257	DPYD	-1
DB00921	OPRK1	-1
DB00292	GABRA2	1
DB08814	NFKB1	-1
DB00714	DRD4	1
DB12010	MAP4K3	-1
DB00363	HTR2C	-1
DB01092	ATP1A3	-1
DB04843	CHRM3	-1
DB00252	SCN2A	-1
DB01238	DRD5	-1
DB01175	CHRM1	-1
DB01113	PDE10A	-1
DB01049	HTR2B	-1
DB01180	ACE	-1
DB05541	SCN2A	-1
DB00486	CNR1	1
DB09481	GRIN2C	-1
DB00956	OPRM1	1
DB12010	PLK2	-1
DB00248	HTR2B	1
DB01234	NOS2	-1
DB08896	MAPK11	-1
DB00590	ADRA1A	-1
DB01381	GABRA1	-1
DB00315	HTR1F	1
DB00316	TRPV1	1
DB00334	HTR1A	-1
DB00270	CACNA1C	-1
DB01392	HTR1B	-1
DB01226	CHRM3	-1
DB00210	PTGS2	-1
DB00243	CACNB2	-1
DB11712	CFTR	1
DB11273	HTR7	-1
DB12010	SIK2	-1
DB00603	GABRB1	-1
DB13783	PTGS1	-1
DB00880	CA1	-1
DB09282	GUCY1A2	1
DB00752	MAOB	-1
DB01591	CHRM3	-1
DB06288	DRD3	-1
DB00477	HTR2A	-1
DB01544	GABRB3	1
DB15035	JAK2	-1
DB00480	TNFSF11	-1
DB06603	HDAC1	-1
DB00517	CHRM1	-1
DB09026	REN	-1
DB00421	CACNG2	-1
DB00811	IMPDH1	-1
DB13961	SREBF1	1
DB00294	ESR1	1
DB01168	MAOA	-1
DB04855	CACNB3	-1
DB11994	CYP2C9	-1
DB00668	ADRA2B	1
DB04946	DRD1	-1
DB00328	PPARA	1
DB11817	JAK1	-1
DB00543	SLC6A2	-1
DB11901	GABRA2	-1
DB00640	ADORA2A	1
DB00545	BCHE	-1
DB00384	SCNN1G	-1
DB00726	HRH1	-1
DB09061	IDO1	-1
DB00939	ALOX5	-1
DB06698	HRH1	1
DB06216	HTR1A	-1
DB12010	ABL2	-1
DB11619	AR	-1
DB00490	ADRA1D	1
DB06595	PDGFRA	-1
DB13345	HTR1A	-1
DB01221	HTR1F	-1
DB00819	CA2	-1
DB00920	HRH1	-1
DB00420	ADRA1A	-1
DB08889	PSMB1	-1
DB00696	HTR2A	1
DB00132	NR1H4	1
DB06699	GNRHR	-1
DB11219	AR	-1
DB00683	GABRA1	1
DB01708	GABRA1	-1
DB12010	CSNK2A2	-1
DB01217	CYP19A1	-1
DB00201	PIK3CA	-1
DB00929	PTGER4	1
DB01559	GABRD	1
DB01028	GRIA1	-1
DB00771	CHRM1	-1
DB00805	SLC6A4	-1
DB11577	ADRA1A	1
DB01050	PPARA	1
DB00711	ALOX5	-1
DB09422	PPARA	1
DB00777	CHRM3	-1
DB00277	HDAC2	1
DB12010	FLT1	-1
DB00295	OPRD1	1
DB06802	PTGS2	-1
DB00734	HTR1A	-1
DB00313	SCN3A	-1
DB00186	GABRA2	1
DB01009	PTGS2	-1
DB06788	GNRHR	1
DB01110	KCNN4	-1
DB01064	PIK3R1	1
DB00822	ALDH2	-1
DB00774	CA4	-1
DB01346	GABRA2	1
DB06626	FLT4	-1
DB00841	ADRA1D	1
DB05015	HDAC5	-1
DB00244	PPARG	1
DB00537	TOP2A	-1
DB12010	MAP3K11	-1
DB00475	GABRA2	1
DB00363	HTR2A	-1
DB00818	GABRG2	1
DB01174	GRIN2C	-1
DB01159	GLRA1	1
DB00999	KCNMA1	-1
DB12267	FLT3	-1
DB00273	GRIK2	-1
DB06153	HTR2C	-1
DB00373	ADRB1	-1
DB09213	PPARG	1
DB12010	NTRK1	-1
DB00555	SCN2A	-1
DB00184	CHRNA2	1
DB01154	KCNJ8	-1
DB09488	HRH1	-1
DB00589	DRD4	1
DB00396	NR3C1	1
DB11572	F13A1	1
DB00285	SLC6A4	-1
DB01175	ADRA2A	-1
DB12147	FGFR4	-1
DB01193	ADRB2	1
DB01049	HTR6	-1
DB00321	OPRK1	1
DB00195	ADRB1	-1
DB01069	CHRM2	-1
DB00988	DRD1	1
DB09130	APP	-1
DB00909	MAOB	-1
DB12010	PRKAG1	-1
DB00248	ADRA2C	-1
DB01267	DRD4	-1
DB00751	HRH1	-1
DB00622	CACNA1C	-1
DB00753	GABRA2	1
DB00018	IFNAR2	1
DB01062	CHRM2	-1
DB00852	NFATC1	-1
DB09089	CACNA1S	-1
DB00949	GRIN3A	-1
DB00741	NR3C1	1
DB11855	CHRM1	-1
DB00193	GRIN2B	-1
DB00825	CACNA1C	-1
DB11842	AGTR1	1
DB10772	TGFBR2	1
DB00391	DRD3	-1
DB12010	KDR	-1
DB00376	CHRM5	-1
DB00014	GNRHR	1
DB00411	CHRM2	1
DB00202	CHRM3	1
DB09118	GABRG2	1
DB01159	KCNJ3	-1
DB01224	ADRA1B	-1
DB08901	KIT	-1
DB01014	PPARG	1
DB01032	PANX1	-1
DB12267	ERBB4	-1
DB00273	GRIK5	-1
DB00094	FSHR	1
DB01068	GABRB1	1
DB06153	HTR1D	-1
DB00043	FCER1A	-1
DB00874	GRIN1	-1
DB13746	CACNG2	1
DB00422	SLC6A3	-1
DB00877	MTOR	-1
DB12010	PAK1	-1
DB00555	ADRA1A	-1
DB00184	CHRNA6	1
DB11275	DRD5	1
DB00589	HTR1A	1
DB08820	CFTR	1
DB00412	PPARG	1
DB11572	FGB	1
DB00203	PDE6H	-1
DB01254	EPHA2	-1
DB00334	CHRM4	-1
DB06148	SLC6A2	-1
DB12865	CASR	1
